id,image_path,label_path,gt_vendor,gt_date,gt_total,gt_date_raw,gt_total_raw,gt_total_numeric
X51006350763,data/sroie/raw/SROIE2019/train/img/X51006350763.jpg,data/sroie/raw/SROIE2019/train/entities/X51006350763.txt,GL HANDICRAFT & TAII ORING,2018-04-09,104.00,09/04/2018,104.00,104.0
X51006387740,data/sroie/raw/SROIE2019/train/img/X51006387740.jpg,data/sroie/raw/SROIE2019/train/entities/X51006387740.txt,ARTRANGE STATIONERS & PRINT SDN BHD,2017-04-10,15.40,10/04/2017,15.40,15.4
X51006387812,data/sroie/raw/SROIE2019/train/img/X51006387812.jpg,data/sroie/raw/SROIE2019/train/entities/X51006387812.txt,TIMES BOOKSTORES,2017-04-23,12.37,23/04/2017,12.37,12.37
X51006387813,data/sroie/raw/SROIE2019/train/img/X51006387813.jpg,data/sroie/raw/SROIE2019/train/entities/X51006387813.txt,TOKYO KITCHEN (CITTA MALL) TOKYO KITCHEN SDN BHD,2017-04-23,113.80,23-04-2017,113.80,113.8
X51006387847,data/sroie/raw/SROIE2019/train/img/X51006387847.jpg,data/sroie/raw/SROIE2019/train/entities/X51006387847.txt,BEMED (SP) SDN. BHD.,,635.00,15/APR/2017,635.00,635.0
X51006387850,data/sroie/raw/SROIE2019/train/img/X51006387850.jpg,data/sroie/raw/SROIE2019/train/entities/X51006387850.txt,YONG CEN ENTERPRISE,2017-04-25,94.00,25/04/2017,94.00,94.0
X51006387932,data/sroie/raw/SROIE2019/train/img/X51006387932.jpg,data/sroie/raw/SROIE2019/train/entities/X51006387932.txt,BILLION SIX ENTERPRISE,2017-05-04,12.00,04/05/2017,12.00,12.0
X51006387951,data/sroie/raw/SROIE2019/train/img/X51006387951.jpg,data/sroie/raw/SROIE2019/train/entities/X51006387951.txt,AMANO MALAYSIA SDN BHD,2017-04-30,3.00,30/04/2017,RM3.00,3.0
X51006387953,data/sroie/raw/SROIE2019/train/img/X51006387953.jpg,data/sroie/raw/SROIE2019/train/entities/X51006387953.txt,AMANO MALAYSIA SDN BHD,2017-04-30,1.00,30/04/2017,RM1.00,1.0
X51006387971,data/sroie/raw/SROIE2019/train/img/X51006387971.jpg,data/sroie/raw/SROIE2019/train/entities/X51006387971.txt,99 SPEED MART S/B,2017-05-05,42.35,05-05-17,42.35,42.35
X51006388044,data/sroie/raw/SROIE2019/train/img/X51006388044.jpg,data/sroie/raw/SROIE2019/train/entities/X51006388044.txt,PERNIAGAAN RIANG RIA,2017-05-10,22.60,10-05-2017,22.60,22.6
X51006388064,data/sroie/raw/SROIE2019/train/img/X51006388064.jpg,data/sroie/raw/SROIE2019/train/entities/X51006388064.txt,BEMED (SP) SDN. BHD.,,191.20,14/MAY/2017,191.20,191.2
X51006388065,data/sroie/raw/SROIE2019/train/img/X51006388065.jpg,data/sroie/raw/SROIE2019/train/entities/X51006388065.txt,99 SPEED MART S/B,2017-05-21,20.80,21-05-17,20.80,20.8
X51006388066,data/sroie/raw/SROIE2019/train/img/X51006388066.jpg,data/sroie/raw/SROIE2019/train/entities/X51006388066.txt,HERO DISTRIBUTION SDN BHD,2017-05-17,41.50,17/05/17,41.50,41.5
X51006388069,data/sroie/raw/SROIE2019/train/img/X51006388069.jpg,data/sroie/raw/SROIE2019/train/entities/X51006388069.txt,SEGI CASH & CARRY SDN. BHD.,2017-05-25,118.35,25 MAY 2017,118.35,118.35
X51006388082,data/sroie/raw/SROIE2019/train/img/X51006388082.jpg,data/sroie/raw/SROIE2019/train/entities/X51006388082.txt,BROADVIEW MARKETING SDN BHD,2017-05-15,4.70,15/05/2017,4.70,4.7
X51006389865,data/sroie/raw/SROIE2019/train/img/X51006389865.jpg,data/sroie/raw/SROIE2019/train/entities/X51006389865.txt,RESTORAN WAN SHENG,2017-11-12,62.80,12-11-2017,62.80,62.8
X51006389884,data/sroie/raw/SROIE2019/train/img/X51006389884.jpg,data/sroie/raw/SROIE2019/train/entities/X51006389884.txt,99 SPEED MART S/B,2017-11-22,182.00,22-11-17,182.00,182.0
X51006389888,data/sroie/raw/SROIE2019/train/img/X51006389888.jpg,data/sroie/raw/SROIE2019/train/entities/X51006389888.txt,99 SPEED MART S/B,2017-11-01,52.10,01-11-17,52.10,52.1
X51006389893,data/sroie/raw/SROIE2019/train/img/X51006389893.jpg,data/sroie/raw/SROIE2019/train/entities/X51006389893.txt,IN-SPARKLE TRADING SDN BHD,2017-10-21,250.00,21/10/2017,250.00,250.0
X51006389963,data/sroie/raw/SROIE2019/train/img/X51006389963.jpg,data/sroie/raw/SROIE2019/train/entities/X51006389963.txt,ELKEN SERVICE SDN BHD,2017-10-10,250.00,10 OCT 2017,250.00,250.0
X51006392122,data/sroie/raw/SROIE2019/train/img/X51006392122.jpg,data/sroie/raw/SROIE2019/train/entities/X51006392122.txt,FIVE STAR CASH & CARRY,2017-06-19,45.00,19/06/17,45.00,45.0
X51006392273,data/sroie/raw/SROIE2019/train/img/X51006392273.jpg,data/sroie/raw/SROIE2019/train/entities/X51006392273.txt,BROADVIEW MARKETING SDN BHD,2017-06-03,18.00,03/06/2017,18.00,18.0
X51006392299,data/sroie/raw/SROIE2019/train/img/X51006392299.jpg,data/sroie/raw/SROIE2019/train/entities/X51006392299.txt,BEMED (SP) SDN. BHD.,,165.00,14/JUN/2017,165.00,165.0
X51006392313,data/sroie/raw/SROIE2019/train/img/X51006392313.jpg,data/sroie/raw/SROIE2019/train/entities/X51006392313.txt,SUPER.SEVEN CASH & CARRY SDN BHD,2017-06-22,28.05,22-06-2017,RM28.05,28.05
X51006393376,data/sroie/raw/SROIE2019/train/img/X51006393376.jpg,data/sroie/raw/SROIE2019/train/entities/X51006393376.txt,99 SPEED MART S/B,2017-05-10,11.50,10-05-17,11.50,11.5
X51006393377,data/sroie/raw/SROIE2019/train/img/X51006393377.jpg,data/sroie/raw/SROIE2019/train/entities/X51006393377.txt,99 SPEED MART S/B,2017-05-10,72.75,10-05-17,72.75,72.75
X51006401723,data/sroie/raw/SROIE2019/train/img/X51006401723.jpg,data/sroie/raw/SROIE2019/train/entities/X51006401723.txt,S&Y STATIONERY,,72.00,05-JAN-2017,72.00,72.0
X51006401836,data/sroie/raw/SROIE2019/train/img/X51006401836.jpg,data/sroie/raw/SROIE2019/train/entities/X51006401836.txt,FIVE STAR CASH & CARRY,2017-01-19,19.80,19/01/17,19.80,19.8
X51006401869,data/sroie/raw/SROIE2019/train/img/X51006401869.jpg,data/sroie/raw/SROIE2019/train/entities/X51006401869.txt,KING'S CONFECTIONERY S/B,2017-02-09,19.20,09/02/17,19.20,19.2
X51006401978,data/sroie/raw/SROIE2019/train/img/X51006401978.jpg,data/sroie/raw/SROIE2019/train/entities/X51006401978.txt,B & BEST RESTAURANT,2017-04-22,22.25,22/04/2017,22.25,22.25
X51006414392,data/sroie/raw/SROIE2019/train/img/X51006414392.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414392.txt,DI HUAN YA RESTAURANT,2018-04-07,35.00,07/04/2018,35.00,35.0
X51006414394,data/sroie/raw/SROIE2019/train/img/X51006414394.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414394.txt,RESTORAN SIAM VILLAGE,2018-04-27,275.90,27/04/2018,275.90,275.9
X51006414429,data/sroie/raw/SROIE2019/train/img/X51006414429.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414429.txt,UNIHAKKA INTERNATIONAL SDN BHD,2018-04-02,8.20,02 APR 2018,$8.20,8.2
X51006414431,data/sroie/raw/SROIE2019/train/img/X51006414431.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414431.txt,UNIHAKKA INTERNATIONAL SDN BHD,2018-04-03,7.10,03 APR 2018,$7.10,7.1
X51006414470,data/sroie/raw/SROIE2019/train/img/X51006414470.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414470.txt,UNIHAKKA INTERNATIONAL SDN BHD,2018-04-09,8.20,09 APR 2018,$8.20,8.2
X51006414483,data/sroie/raw/SROIE2019/train/img/X51006414483.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414483.txt,UNIHAKKA INTERNATIONAL SDN BHD,2018-04-10,7.60,10 APR 2018,$7.60,7.6
X51006414485,data/sroie/raw/SROIE2019/train/img/X51006414485.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414485.txt,UNIHAKKA INTERNATIONAL SDN BHD,2018-04-11,8.20,11 APR 2018,$8.20,8.2
X51006414519,data/sroie/raw/SROIE2019/train/img/X51006414519.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414519.txt,HASHA PETROKIOSK,2018-04-06,50.00,06/04/2018,50.00,50.0
X51006414533,data/sroie/raw/SROIE2019/train/img/X51006414533.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414533.txt,BHPETROL PERMAS JAYA 2,2018-04-10,50.00,10-04-2018,50.00,50.0
X51006414599,data/sroie/raw/SROIE2019/train/img/X51006414599.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414599.txt,LAVENDER CONFECTIONERY & BAKERY S/B,2018-04-14,12.30,14/04/2018,12.30,12.3
X51006414631,data/sroie/raw/SROIE2019/train/img/X51006414631.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414631.txt,UNIHAKKA INTERNATIONAL SDN BHD,2018-04-18,7.00,18 APR 2018,$7.00,7.0
X51006414633,data/sroie/raw/SROIE2019/train/img/X51006414633.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414633.txt,UNIHAKKA INTERNATIONAL SDN BHD,2018-04-16,8.20,16 APR 2018,$8.20,8.2
X51006414636,data/sroie/raw/SROIE2019/train/img/X51006414636.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414636.txt,SELASIH EKSLUSIF SDN BHD,,270.00,6/4/2018,270.00,270.0
X51006414638,data/sroie/raw/SROIE2019/train/img/X51006414638.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414638.txt,PASAR MINI JIN SENG,2018-04-15,44.90,15/04/18,44.90,44.9
X51006414671,data/sroie/raw/SROIE2019/train/img/X51006414671.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414671.txt,UNIHAKKA INTERNATIONAL SDN BHD,2018-04-19,9.90,19 APR 2018,$9.90,9.9
X51006414674,data/sroie/raw/SROIE2019/train/img/X51006414674.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414674.txt,DOMINO'S PIZZA,2018-04-17,25.60,17/04/18,25.60,25.6
X51006414675,data/sroie/raw/SROIE2019/train/img/X51006414675.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414675.txt,DOMINO'S PIZZA,2018-04-11,21.60,11/04/18,21.60,21.6
X51006414677,data/sroie/raw/SROIE2019/train/img/X51006414677.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414677.txt,THE COFFEE BEAN & TEA LEAF (M) SDN. BHD.,2018-04-08,12.00,08/04/2018,12.00,12.0
X51006414679,data/sroie/raw/SROIE2019/train/img/X51006414679.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414679.txt,DE MAXIMUM THAI EXPRESS SDN BHD,2018-04-14,21.80,14/04/2018,21.80,21.8
X51006414680,data/sroie/raw/SROIE2019/train/img/X51006414680.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414680.txt,AEON CO. (M) BHD,2018-04-18,1.75,18/04/2018,1.75,1.75
X51006414700,data/sroie/raw/SROIE2019/train/img/X51006414700.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414700.txt,AEON CO. (M) SDN BHD,2018-04-22,10.20,22/04/2018,10.20,10.2
X51006414703,data/sroie/raw/SROIE2019/train/img/X51006414703.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414703.txt,AEON CO. (M) BHD,2018-04-22,98.35,22/04/2018,98.35,98.35
X51006414711,data/sroie/raw/SROIE2019/train/img/X51006414711.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414711.txt,DOMINO'S PIZZA,2018-04-28,30.90,28/04/18,30.90,30.9
X51006414712,data/sroie/raw/SROIE2019/train/img/X51006414712.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414712.txt,DOMINO'S PIZZA,2018-04-28,39.60,28/04/18,39.60,39.6
X51006414713,data/sroie/raw/SROIE2019/train/img/X51006414713.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414713.txt,YHM AEON TEBRAU CITY,2018-04-17,81.80,17/04/2018,81.80,81.8
X51006414714,data/sroie/raw/SROIE2019/train/img/X51006414714.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414714.txt,THE TOAST F&B SDN BHD,2018-04-08,18.90,08/04/2018,18.90,18.9
X51006414718,data/sroie/raw/SROIE2019/train/img/X51006414718.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414718.txt,AEON CO. (M) BHD,2018-04-20,46.55,20/04/2018,46.55,46.55
X51006414719,data/sroie/raw/SROIE2019/train/img/X51006414719.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414719.txt,AEON CO. (M) BHD,2018-04-12,4.40,12/04/2018,4.40,4.4
X51006414720,data/sroie/raw/SROIE2019/train/img/X51006414720.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414720.txt,PASARAYA JALAL SDN BHD,2018-04-20,6.40,20/04/2018,6.40,6.4
X51006414721,data/sroie/raw/SROIE2019/train/img/X51006414721.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414721.txt,DOMINO'S PIZZA,2018-04-27,7.20,27/04/18,7.20,7.2
X51006414733,data/sroie/raw/SROIE2019/train/img/X51006414733.jpg,data/sroie/raw/SROIE2019/train/entities/X51006414733.txt,AEON CO. (M) BHD,2018-04-01,122.80,01/04/2018,122.80,122.8
X51006441473,data/sroie/raw/SROIE2019/train/img/X51006441473.jpg,data/sroie/raw/SROIE2019/train/entities/X51006441473.txt,GUARDIAN HEALTH AND BEAUTY SDN BHD,2018-05-19,38.37,19/05/18,38.37,38.37
X51006441474,data/sroie/raw/SROIE2019/train/img/X51006441474.jpg,data/sroie/raw/SROIE2019/train/entities/X51006441474.txt,TF VALUE-MART SDN BHD,2018-05-19,52.80,19/05/18,52.80,52.8
X51006466055,data/sroie/raw/SROIE2019/train/img/X51006466055.jpg,data/sroie/raw/SROIE2019/train/entities/X51006466055.txt,CHECKERS HYPERMARKET SDN BHD (JALAN KLANG LAMA),,20.00,20180428,20.00,20.0
X51006466056,data/sroie/raw/SROIE2019/train/img/X51006466056.jpg,data/sroie/raw/SROIE2019/train/entities/X51006466056.txt,BERRY'S CAKE HOUSE,2018-04-18,11.25,18/04/2018,11.25,11.25
X51006466060,data/sroie/raw/SROIE2019/train/img/X51006466060.jpg,data/sroie/raw/SROIE2019/train/entities/X51006466060.txt,WESTERN EASTERN STATIONERY SDN. BHD,2018-04-30,1.38,30-04-2018,1.38,1.38
X51006466062,data/sroie/raw/SROIE2019/train/img/X51006466062.jpg,data/sroie/raw/SROIE2019/train/entities/X51006466062.txt,WESTERN EASTERN ST TIONERY SDN. BHD,2018-04-16,5.00,16-04-2018,RM5.00,5.0
X51006466065,data/sroie/raw/SROIE2019/train/img/X51006466065.jpg,data/sroie/raw/SROIE2019/train/entities/X51006466065.txt,GHEE HIANG GH DISTRIBUTOR & MARKETING SDN BHD,2018-04-13,25.00,13/04/2018,25.00,25.0
X51006466066,data/sroie/raw/SROIE2019/train/img/X51006466066.jpg,data/sroie/raw/SROIE2019/train/entities/X51006466066.txt,MENTAI INITIAL SDN BHD,2018-04-21,41.50,21-04-2018,41.50,41.5
X51006466778,data/sroie/raw/SROIE2019/train/img/X51006466778.jpg,data/sroie/raw/SROIE2019/train/entities/X51006466778.txt,THE ROTI MAN BAKERY,2018-05-04,20.40,04-05-2018,RM20.40,20.4
X51006502529,data/sroie/raw/SROIE2019/train/img/X51006502529.jpg,data/sroie/raw/SROIE2019/train/entities/X51006502529.txt,HAXINCONE RESOURCES SDN BHD,2018-04-20,3.70,20/04/2018,3.70,3.7
X51006502531,data/sroie/raw/SROIE2019/train/img/X51006502531.jpg,data/sroie/raw/SROIE2019/train/entities/X51006502531.txt,FAMILYMART,2018-04-16,18.80,16/04/2018,18.80,18.8
X51006502533,data/sroie/raw/SROIE2019/train/img/X51006502533.jpg,data/sroie/raw/SROIE2019/train/entities/X51006502533.txt,R&C VENTURE SDN BHD,2018-04-19,9.50,19-04-2018,9.50,9.5
X51006554833,data/sroie/raw/SROIE2019/train/img/X51006554833.jpg,data/sroie/raw/SROIE2019/train/entities/X51006554833.txt,SUBANG HEALTHCARE SDN BHD,2017-10-29,28.90,29/10/2017,28.90,28.9
X51006555072,data/sroie/raw/SROIE2019/train/img/X51006555072.jpg,data/sroie/raw/SROIE2019/train/entities/X51006555072.txt,DIGI TELECOMMUNICATIONS SDN BHD,2017-10-13,234.40,13/10/2017,234.40,234.4
X51006555125,data/sroie/raw/SROIE2019/train/img/X51006555125.jpg,data/sroie/raw/SROIE2019/train/entities/X51006555125.txt,KHIAM AIK CHAN SDN BHD,2017-09-25,28.40,25/09/2017,28.40,28.4
X51006555570,data/sroie/raw/SROIE2019/train/img/X51006555570.jpg,data/sroie/raw/SROIE2019/train/entities/X51006555570.txt,SUBANG HEALTHCARE SDN BHD,2017-08-11,78.10,11/08/2017,78.10,78.1
X51006555780,data/sroie/raw/SROIE2019/train/img/X51006555780.jpg,data/sroie/raw/SROIE2019/train/entities/X51006555780.txt,GARDENIA BAKERIES (KI ) SDN BHD,2017-07-21,33.05,21/07/2017,33.05,33.05
X51006555784,data/sroie/raw/SROIE2019/train/img/X51006555784.jpg,data/sroie/raw/SROIE2019/train/entities/X51006555784.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-08-30,53.14,30/08/2017,53.14,53.14
X51006555806,data/sroie/raw/SROIE2019/train/img/X51006555806.jpg,data/sroie/raw/SROIE2019/train/entities/X51006555806.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-07-30,20.21,30/07/2017,20.21,20.21
X51006555814,data/sroie/raw/SROIE2019/train/img/X51006555814.jpg,data/sroie/raw/SROIE2019/train/entities/X51006555814.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-07-27,94.19,27/07/2017,94.19,94.19
X51006555817,data/sroie/raw/SROIE2019/train/img/X51006555817.jpg,data/sroie/raw/SROIE2019/train/entities/X51006555817.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-07-25,24.83,25/07/2017,24.83,24.83
X51006555818,data/sroie/raw/SROIE2019/train/img/X51006555818.jpg,data/sroie/raw/SROIE2019/train/entities/X51006555818.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-07-24,27.10,24/07/2017,27.10,27.1
X51006556591,data/sroie/raw/SROIE2019/train/img/X51006556591.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556591.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-08-25,36.36,25/08/2017,36.36,36.36
X51006556596,data/sroie/raw/SROIE2019/train/img/X51006556596.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556596.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-08-28,41.44,28/08/2017,41.44,41.44
X51006556604,data/sroie/raw/SROIE2019/train/img/X51006556604.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556604.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-08-24,39.78,24/08/2017,39.78,39.78
X51006556646,data/sroie/raw/SROIE2019/train/img/X51006556646.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556646.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-08-21,73.55,21/08/2017,73.55,73.55
X51006556650,data/sroie/raw/SROIE2019/train/img/X51006556650.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556650.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-08-19,50.60,19/08/2017,50.60,50.6
X51006556656,data/sroie/raw/SROIE2019/train/img/X51006556656.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556656.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-08-17,7.97,17/08/2017,7.97,7.97
X51006556726,data/sroie/raw/SROIE2019/train/img/X51006556726.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556726.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-08-06,68.41,06/08/2017,68.41,68.41
X51006556730,data/sroie/raw/SROIE2019/train/img/X51006556730.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556730.txt,MAKASSAR FRESH MARKET S/B,,40.00,05-AUG-2017,RM40.00,40.0
X51006556732,data/sroie/raw/SROIE2019/train/img/X51006556732.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556732.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-08-05,19.31,05/08/2017,19.31,19.31
X51006556738,data/sroie/raw/SROIE2019/train/img/X51006556738.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556738.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-08-03,51.88,03/08/2017,51.88,51.88
X51006556815,data/sroie/raw/SROIE2019/train/img/X51006556815.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556815.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-09-05,54.15,05/09/2017,54.15,54.15
X51006556818,data/sroie/raw/SROIE2019/train/img/X51006556818.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556818.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-09-03,29.59,03/09/2017,29.59,29.59
X51006556823,data/sroie/raw/SROIE2019/train/img/X51006556823.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556823.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-09-30,26.80,30/09/2017,26.80,26.8
X51006556824,data/sroie/raw/SROIE2019/train/img/X51006556824.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556824.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-09-29,,29/09/2017,-1.73,
X51006556825,data/sroie/raw/SROIE2019/train/img/X51006556825.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556825.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-09-28,48.04,28/09/2017,48.04,48.04
X51006556828,data/sroie/raw/SROIE2019/train/img/X51006556828.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556828.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-09-25,36.55,25/09/2017,36.55,36.55
X51006556830,data/sroie/raw/SROIE2019/train/img/X51006556830.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556830.txt,PINGHWAI TRADING SDN BHD,2017-09-23,1007.50,23/09/2017,"1,007.50",1007.5
X51006556831,data/sroie/raw/SROIE2019/train/img/X51006556831.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556831.txt,PINGHWAI TRADING SDN BHD,2017-09-30,616.60,30/09/2017,616.60,616.6
X51006556838,data/sroie/raw/SROIE2019/train/img/X51006556838.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556838.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-09-19,22.58,19/09/2017,22.58,22.58
X51006556839,data/sroie/raw/SROIE2019/train/img/X51006556839.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556839.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-09-18,5.90,18/09/2017,5.90,5.9
X51006556840,data/sroie/raw/SROIE2019/train/img/X51006556840.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556840.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-09-17,40.18,17/09/2017,40.18,40.18
X51006556841,data/sroie/raw/SROIE2019/train/img/X51006556841.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556841.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-09-16,3.21,16/09/2017,3.21,3.21
X51006556852,data/sroie/raw/SROIE2019/train/img/X51006556852.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556852.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-09-11,65.50,11/09/2017,65.50,65.5
X51006556861,data/sroie/raw/SROIE2019/train/img/X51006556861.jpg,data/sroie/raw/SROIE2019/train/entities/X51006556861.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-09-08,23.20,08/09/2017,23.20,23.2
X51006557117,data/sroie/raw/SROIE2019/train/img/X51006557117.jpg,data/sroie/raw/SROIE2019/train/entities/X51006557117.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-10-30,62.60,30/10/2017,62.60,62.6
X51006557119,data/sroie/raw/SROIE2019/train/img/X51006557119.jpg,data/sroie/raw/SROIE2019/train/entities/X51006557119.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-10-20,14.79,20/10/2017,14.79,14.79
X51006557161,data/sroie/raw/SROIE2019/train/img/X51006557161.jpg,data/sroie/raw/SROIE2019/train/entities/X51006557161.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-10-24,41.87,24/10/2017,41.87,41.87
X51006557164,data/sroie/raw/SROIE2019/train/img/X51006557164.jpg,data/sroie/raw/SROIE2019/train/entities/X51006557164.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-10-18,31.05,18/10/2017,31.05,31.05
X51006557168,data/sroie/raw/SROIE2019/train/img/X51006557168.jpg,data/sroie/raw/SROIE2019/train/entities/X51006557168.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-10-23,39.87,23/10/2017,39.87,39.87
X51006557170,data/sroie/raw/SROIE2019/train/img/X51006557170.jpg,data/sroie/raw/SROIE2019/train/entities/X51006557170.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-10-29,58.86,29/10/2017,58.86,58.86
X51006557178,data/sroie/raw/SROIE2019/train/img/X51006557178.jpg,data/sroie/raw/SROIE2019/train/entities/X51006557178.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-10-25,35.01,25/10/2017,35.01,35.01
X51006557179,data/sroie/raw/SROIE2019/train/img/X51006557179.jpg,data/sroie/raw/SROIE2019/train/entities/X51006557179.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-10-22,34.21,22/10/2017,34.21,34.21
X51006557184,data/sroie/raw/SROIE2019/train/img/X51006557184.jpg,data/sroie/raw/SROIE2019/train/entities/X51006557184.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-10-19,68.63,19/10/2017,68.63,68.63
X51006557185,data/sroie/raw/SROIE2019/train/img/X51006557185.jpg,data/sroie/raw/SROIE2019/train/entities/X51006557185.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-10-17,110.46,17/10/2017,110.46,110.46
X51006557188,data/sroie/raw/SROIE2019/train/img/X51006557188.jpg,data/sroie/raw/SROIE2019/train/entities/X51006557188.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-10-15,23.56,15/10/2017,23.56,23.56
X51006557193,data/sroie/raw/SROIE2019/train/img/X51006557193.jpg,data/sroie/raw/SROIE2019/train/entities/X51006557193.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-10-14,33.80,14/10/2017,33.80,33.8
X51006557195,data/sroie/raw/SROIE2019/train/img/X51006557195.jpg,data/sroie/raw/SROIE2019/train/entities/X51006557195.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-10-12,59.54,12/10/2017,59.54,59.54
X51006557198,data/sroie/raw/SROIE2019/train/img/X51006557198.jpg,data/sroie/raw/SROIE2019/train/entities/X51006557198.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-10-10,27.20,10/10/2017,27.20,27.2
X51006557199,data/sroie/raw/SROIE2019/train/img/X51006557199.jpg,data/sroie/raw/SROIE2019/train/entities/X51006557199.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-10-09,60.24,09/10/2017,60.24,60.24
X51006557202,data/sroie/raw/SROIE2019/train/img/X51006557202.jpg,data/sroie/raw/SROIE2019/train/entities/X51006557202.txt,GARDENIA BAKERIES (KL) SDN BHD,2017-10-08,46.06,08/10/2017,46.06,46.06
